,ref,publication,city,state,country,award,award_single_word,award_weight,general_category,general_category_single_word,specific_category,name1,title1,name2,title2,name3,title3,name4,title4,name5,title5,name6,title6,name7,title7,name8,title8,name9,title9,name10,title10
96,0642,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Inside Page(s),Katie Myrick Parks,Digital Designer,Matt Haney,Artist,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Tim Parks,Deputy Presentation & Planning Editor,Dave Elsesser,Presentation & Planning Editor,,,,,,,,
97,0949,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Inside Page(s),Katie Myrick Parks,Digital designer,Tim Parks,Deputy presentation and planning editor,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Dave Elsesser,Presentation and planning editor,,,,,,,,,,
98,0953,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Inside Page(s),Tim Parks,Deputy presentation and planning editor,Matt Haney,Artist,Katie Myrick Parks,Digital designer,Photo Staff,,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Jeff Bundy,Director/Photography,Dave Elsesser,Presentation and planning editor,,,,
99,0800,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Tim Parks,Deputy presentation and planning editor,Matt Haney,Illustrator,Katie Myrick Parks,Digital designer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Dave Elssesser,Presentation & Planning Editor,,,,,,,,
100,1080,Omaha World-Herald,Omaha,Neb.,United States,Gold,G,3,"News Design, Pages",NDP,"Cover Story/Broadsheet 50,000-174,999",Tim Parks,Deputy presentation and planning editor,Matt Haney,Illustrator,Katie Myrick Parks,Digital designer,Ryan Soderlin,Photographer,Megan Farmer,Photographer,Matt Miller,Photographer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Jeff Bundy,Director/Photography,Dave Elsesser,Presentation and planning editor
101,0729,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 50,000-174,999",Tim Parks,Deputy Presentation & Planning Editor,Katie Myrick Parks,Digital designer,Ryan Soderlin,Photographer,Zach Long,Photographer,Brendan Sullivan,Photographer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Jeff Bundy,Director of Photography,Dave Elsesser,Production Editor,,
102,0733,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 50,000-174,999",Katie Myrick Parks,Digital designer,Tim Parks,Deputy presentation and planning editor,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Jeff Bundy,Director/Photography,Matt Miller,Photographer,Dave Elsesser,Presentation and planning editor,,,,,,
103,0753,Omaha World-Herald,Omaha,Neb.,United States,Silver,S,4,"Page Design, Staff Portfolio",PDS,"Sports 50,000-174,999",Tim Parks,Deputy presentation and planning editor,Matt Haney,Illustrator,Katie Myrick Parks,Digital designer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Photo Staff,,Jeff Bundy,Director/Photography,Dave Elsesser,Presentation & Planning Editor,,,,
104,0647,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Inside Page(s),Tim Parks,Deputy Presentation & Planning Editor,Katie Myrick Parks,Digital designer,Ryan Soderlin,Photographer,Zach Long,Photographer,Brendan Sullivan,Photographer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Jeff Bundy,Director of Photography,Dave Elsesser,Production Editor,,
105,0805,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Inside Page(s),Katie Myrick Parks,Digital designer,Tim Parks,Deputy presentation and planning editor,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Jeff Bundy,Director/Photography,Matt Miller,Photographer,Dave Elsesser,Presentation and planning editor,,,,,,
106,0950,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Inside Page(s),Tim Parks,Deputy presentation and planning editor,Matt Haney,Artist,Katie Myrick Parks,Digital designer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Dave Elsesser,Presentation and planning editor,,,,,,,,
107,0809,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/With ads,Tim Parks,Deptuy presentation and planning editor,Katie Myrick Parks,Digital Designer,Matt Haney,Artist,Ryan Soderlin,Photographer,Brendan Sullivan,Photographer,Photo staff,,Thad Livingston,Sports Designer,Graham Archer,Deputy Sports Designer,Jeff Bundy,Director/Photography,Dave Elsesser,Presentation and planning editor
108,0617,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Cover Story/Broadsheet 50,000-174,999",Tim Parks,Deputy Presentation & Planning Editor,Matt Haney,Illustrator,Katie Myrick Parks,Digital Designer,Dave Elsesser,Presentation & Planning Editor,,,,,,,,,,,,
109,0735,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Cover Story/Broadsheet 50,000-174,999",Tim Parks,Deputy presentation and planning editor,Matt Haney,Illustrator,Katie Myrick Parks,Digital designer,Dave Elsesser,Presentation and planning editor,,,,,,,,,,,,
110,0415,Omaha World-Herald,Omaha,Neb.,United States,Silver,S,4,Special News Topics,SNT,Editor's Choice: Local/Regional,Tim Parks,Deputy presentation and planning editor,Matt Haney,Illustrator,Katie Myrick Parks,Digital designer,Dave Elsesser,Presentation and planning editor,,,,,,,,,,,,
111,0632,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 50,000-174,999",Tim Parks,Deputy presentation and planning editor,Matt Haney,Illustrator,Katie Myrick Parks,Digital designer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Dave Elsesser,Presentation & Planning Editor,,,,,,,,
112,0474,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 50,000-174,999",Tim Parks,Deputy presentation and planning editor,Matt Haney,Illustrator,Katie Myrick Parks,Digital designer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Dave Elsesser,Presentation & Planning Editor,,,,,,,,
113,0542,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 50,000-174,999",Margaret Riedel,Lead Sports Designer,Tim Parks,Deputy presentation and planning editor,Ryan Soderlin,Photographer,Thad Livingston,Sports Editor,Jeff Bundy,Director/Photography,Dave Elsesser,Presentation and planning editor,,,,,,,,
114,0727,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 50,000-174,999",Tim Parks,Deputy Presentation & Planning Editor,,,,,,,,,,,,,,,,,,
115,0718,Omaha World-Herald,Omaha,Neb.,United States,Silver,S,4,"Page Design, Individual Portfolio",PDP,"Sports 50,000-174,999",Tim Parks,Deputy Presentation & Planning Editor,,,,,,,,,,,,,,,,,,
116,0353,Omaha World-Herald,Omaha,Neb.,United States,Silver,S,4,Special Coverage,SPC,Sports,Tim Parks,Deptuy presentation and planning editor,Katie Myrick Parks,Digital Designer,Matt Haney,Artist,Jessica Thompson,Designer,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Designer,Jeff Bundy,Director/Photography,Photo Staff,,Dave Elsesser,Presentation and planning editor,,
117,0186,Omaha World-Herald,Omaha,Neb.,United States,Silver,S,4,Special News Topics,SNT,Editor's Choice: Sports,Tim Parks,Deputy Presentation Editor,Katie Myrick Parks,Digital Designer,Matt Haney,Artist,Jessica Thompson,Designer,Margaret Riedel,Lead Sports Designer,Thad Livingston,Sports Designer,Graham Archer,Deputy Sports Designer,Jeff Bundy,Director of Photography,Dave Elsesser,Presentation and Planning Editor,Photo staff,
118,0639,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Katie Myrick Parks,Digital Designer,Matt Haney,Artist,Tim Parks,Deputy Presentation & Planning Editor,Thad Livingston,Sports Editor,Graham Archer,Deputy Sports Editor,Dave Elsesser,Presentation & Planning Editor,,,,,,,,
119,0190,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,,Josh Crutchmer,A.M.E.,Andrea Zagata,Lead Sports Designer,Tony Lariccia,Designer,Gus Chan,Photographer,Thomas Ondrey,Photographer,John Kuntz,Photographer,Joshua Gunter,Photographer,,,,,,
120,0951,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Josh Crutchmer,A.M.E.,Tony Lariccia,Designer,,,,,,,,,,,,,,,,
121,0955,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Andrea Zagata,Lead Sports Designer,Josh Crutchmer,A.M.E.,Ted Crow,Artist,,,,,,,,,,,,,,
122,1035,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Andrea Zagata,Lead Sports Designer,Josh Crutchmer,A.M.E.,Skip Hall,Copy Editor,Daryl Kannberg,Director of Publication,,,,,,,,,,,,
123,0580,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"A-Section/Broadsheet 175,000 and over",Josh Crutchmer,A.M.E.,Gus Chan,Photographer,Daryl Kannberg,Production Director,,,,,,,,,,,,,,
124,0563,The Plain Dealer,Cleveland,Ohio,United States,Silver,S,4,"News Design, Pages",NDP,"Sports/Broadsheet 175,000 and over",Andrea Zagata,Lead Sports Designer,Josh Crutchmer,A.M.E,,,,,,,,,,,,,,,,
125,0413,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 175,000 and over",Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
126,0358,The Plain Dealer,Cleveland,Ohio,United States,Silver,S,4,Special Coverage,SPC,Sports,Andrea Zagata,Lead Sports Designer,Josh Crutchmer,A.M.E.,Tony Lariccia,Designer,Gus Chan,Photographer,Thomas Ondrey,Photographer,John Kuntz,Photographer,Joshua Gunter,Photographer,Lisa DeJong,Photographer,Robert Carter,Photo Director,Daryl Kannberg,Publications Director
127,0212,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Sports,Josh Crutchmer,A.M.E.,Andrea Zagata,Artist,Ted Crow,Artist,,,,,,,,,,,,,,
128,0214,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Sports,Andrea Zagata,Lead Sports Designer,Josh Crutchmer,A.M.E.,Tony Lariccia,Designer,Gus Chan,Photographer,Thomas Ondrey,Photographer,John Kuntz,Photographer,Joshua Gunter,Photographer,Lisa DeJong,Photographer,Lynn Ischay,Photo Director,Daryl Kannberg,Publications Director
129,0752,The Plain Dealer,Cleveland,Ohio,United States,Silver,S,4,Special Sections,SPS,Multiple Sections/Sports/With ads,Andrea Zagata,Lead Sports Designer,Josh Crutchmer,A.M.E.,Tony Lariccia,Designer,Gus Chan,Photographer,Thomas Ondrey,Photographer,John Kuntz,Photographer,Joshua Gunter,Photographer,Lisa DeJong,Photographer,Ted Crow,Artist,Daryl Kannberg,Publications Director
130,0510,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Andrea Zagata,Lead Sports Designer,Ted Crow,Artist/Designer,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,
131,1018,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
132,0105,The Plain Dealer,Cleveland,Ohio,United States,Silver,S,4,Breaking News Topics,BNT,Editor's Choice: Local/Regional,Josh Crutchmer,A.M.E.,Andrea Zagata,Lead Sports Designer,Lynn Ischay,Photo Director,Gus Chan,Photographer,Lisa DeJong,Photographer,John Kuntz,Photographer,Joshua Gunter,Photographer,,,,,,
133,0425,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"A-Section/Broadsheet 175,000 and over",Josh Crutchmer,A.M.E.,Lisa Dejong,Photographer,Daryl Kannberg,Production Director,,,,,,,,,,,,,,
134,0229,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Lynn Ischay,Photo Director,Gus Chan,Photographer,Lisa DeJong,Photographer,John Kuntz,Photographer,Joshua Gunter,Photographer,,,,,,,,,,
135,0004,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,General News (planned),Joshua Gunter,photographer,,,,,,,,,,,,,,,,,,
136,1014,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Sections,SPS,News/No ads,Josh Crutchmer,A.M.E.,Andrea Levy,Illustrator,Lynn Ischay,Photo Director,Gus Chan,Photographer,Lisa DeJong,Photographer,John Kuntz,Photographer,Joshua Gunter,Photographer,,,,,,
137,0197,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,Summer Olympics in Rio,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
138,0198,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,Summer Olympics in Rio,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
139,0236,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,Summer Olympics in Rio,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
140,0248,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,Summer Olympics in Rio,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
141,1043,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Illustration,ILL,Sports/Color,Josh Crutchmer,A.M.E.,Andrea Levy,Artist,,,,,,,,,,,,,,,,
142,0584,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Cover Story/Broadsheet 175,000 and over",Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
143,0240,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 175,000 and over",Josh Crutchmer,A.M.E.,Andrea Zagata,Lead Sports Designer,,,,,,,,,,,,,,,,
144,0417,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 175,000 and over",Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
145,0577,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 175,000 and over",Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
146,0232,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
147,0233,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
148,0416,The Plain Dealer,Cleveland,Ohio,United States,Silver,S,4,Special Coverage,SPC,Sports,Josh Crutchmer,A.M.E.,Andrea Levy,Artist,Daryl Kannberg,Production Director,,,,,,,,,,,,,,
149,0211,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special News Topics,SNT,Summer Olympics in Rio,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
150,0231,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special News Topics,SNT,Summer Olympics in Rio,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
151,0234,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special News Topics,SNT,Summer Olympics in Rio,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
152,0772,The Plain Dealer,Cleveland,Ohio,United States,Silver,S,4,Special Sections,SPS,Multiple Sections/Sports/No ads,Josh Crutchmer,A.M.E.,Andrea Zagata,Artist,Daryl Kannberg,Publications Director,,,,,,,,,,,,,,
153,0507,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
154,0508,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
155,1017,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
156,1021,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
157,1027,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Josh Crutchmer,A.M.E.,Andrea Levy,Artist,,,,,,,,,,,,,,,,
158,0723,Philippine Daily Inquirer,Makati, ,Philippines,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Rafael Lerma,Photographer,Remar Zamora,"Head, Inquirer Photo Department",Elizalde Pusung,"Head, Inquirer Art Department",,,,,,,,,,,,,,
159,0033,Philippine Daily Inquirer,Makati, ,Philippines,Silver,S,4,"Photography, Single Photos",PSP,Breaking News,Rafael Lerma,Photographer,Remar Zamora,"Head, Inquirer Photo Department",Elizalde Pusung,"Head, Inquirer Art Department",,,,,,,,,,,,,,
160,1071,Times of Oman,Muscat,,Oman,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Ahmed Essa Al Zedjali,CEO,Adonis Durado,Chief Creative Officer,Antonio Farach,Infographic Editor,Jorge Cortes,Deputy Infographic Editor,Jerrard Cedro,Multimedia Design,Winie Ariany,Illustrator,Isidore Carloman,Illustrator,Erik Tuban,Infographic Designer,Muthita Torteeka,3D Illustrator,Ismael  Sandiego,Image Editing
161,0925,Times of Oman,Muscat,,Oman,Award of Excellence,AE,7,Illustration,ILL,Features/Color,Adonis Durado,Illustrator,,,,,,,,,,,,,,,,,,
162,0606,Times of Oman,Muscat,,Oman,Award of Excellence,AE,7,"Information Graphics, Multiple",IGM,Staff Portfolio,Staff,,,,,,,,,,,,,,,,,,,
163,0439,Times of Oman,Muscat,,Oman,Award of Excellence,AE,7,"Information Graphics, Single",IGS,Nation & World/Non-Deadline,Ahmed Essa Al Zedjali,CEO,Adonis Durado,Chief Creative Officer,Antonio Farach,Infographic Editor,Jorge Corts,Deputy Infographic Editor,Winie Ariany,Illustrator,Isidore Carloman,Illustrator,Erik Tuban,Infographics Designer,Muthita Torteeka,3D illustrator,Ismael Sandiego,Image Editing,Shaik Shafi Ur Rehman,Production Manager
164,1106,Times of Oman,Muscat,,Oman,Award of Excellence,AE,7,Miscellaneous,MIS,,Ahmed Essa Al Zedjali,CEO,Adonis Durado,Chief Creative Officer,Antonio Farach,Infographic Editor,Jorge Corts,Deputy Infographic Editor,Winie Ariany,Illustrator,Isidore Carloman,Illustrator,Erik Tuban,Infographics Designer,Muthita Torteeka,3D illustrator,Ismael Sandiego,Image Editing,Shaik Shafi Ur Rehman,Production Manager
165,0711,Times of Oman,Muscat,,Oman,Award of Excellence,AE,7,"News Design, Pages",NDP,"Cover Story/Broadsheet 49,999 and under",Ahmed Essa Al Zedjali,CEO,Adonis Durado,Chief Creative Officer,Antonio Farach,Infographic Editor,Jorge Corts,Deputy Infographic Editor,Winie Ariany,Illustrator,Isidore Carloman,Illustrator,Erik Tuban,Infographics Designer,Muthita Torteeka,3D illustrator,Ismael Sandiego,Image Editing,Shaik Shafi Ur Rehman,Production Manager
166,0744,Times of Oman,Muscat,,Oman,Silver,S,4,Special Sections,SPS,Features/With ads,Ahmed Essa Al Zedjali,CEO,Adonis Durado,Chief Creative Officer,Antonio Farach,Infographic Editor,Jorge Corts,Deputy Infographic Editor,Winie Ariany,Illustrator,Isidore Carloman,Illustrator,Erik Tuban,Infographics Designer,Muthita Torteeka,3D illustrator,Ismael Sandiego,Image Editing,Shaik Shafi Ur Rehman,Production Manager
